lat,lon,cluster
7.323213329356999,80.12518371581,1
7.323213329356999,80.13461151122,1
7.313785533947,80.00262237548,3
7.313785533947,80.01205017088999,3
7.313785533947,80.0214779663,3
7.313785533947,80.10632812499,1
7.313785533947,80.11575592039999,1
7.313785533947,80.12518371581,1
7.313785533947,80.13461151122,1
7.313785533947,80.14403930662999,1
7.304357738537,79.99319458007,3
7.304357738537,80.00262237548,3
7.304357738537,80.01205017088999,3
7.304357738537,80.0214779663,3
7.304357738537,80.09690032958,1
7.304357738537,80.10632812499,1
7.304357738537,80.11575592039999,1
7.304357738537,80.12518371581,1
7.304357738537,80.13461151122,1
7.294929943127,79.98376678465999,3
7.294929943127,79.99319458007,3
7.294929943127,80.00262237548,3
7.294929943127,80.01205017088999,3
7.294929943127,80.0214779663,3
7.294929943127,80.03090576171,3
7.294929943127,80.04033355712,3
7.294929943127,80.07804473876,1
7.294929943127,80.08747253417,1
7.294929943127,80.09690032958,1
7.294929943127,80.10632812499,1
7.294929943127,80.11575592039999,1
7.294929943127,80.12518371581,1
7.294929943127,80.13461151122,1
7.294929943127,80.14403930662999,1
7.285502147717,79.95548339843,3
7.285502147717,79.96491119384,3
7.285502147717,79.97433898925,3
7.285502147717,79.98376678465999,3
7.285502147717,79.99319458007,3
7.285502147717,80.00262237548,3
7.285502147717,80.01205017088999,3
7.285502147717,80.0214779663,3
7.285502147717,80.03090576171,3
7.285502147717,80.04033355712,3
7.285502147717,80.04976135253,3
7.285502147717,80.06861694335,1
7.285502147717,80.07804473876,1
7.285502147717,80.08747253417,1
7.285502147717,80.09690032958,1
7.285502147717,80.10632812499,1
7.285502147717,80.11575592039999,1
7.285502147717,80.12518371581,1
7.285502147717,80.13461151122,1
7.285502147717,80.14403930662999,1
7.285502147717,80.15346710204,1
7.285502147717,80.16289489745,1
7.276074352307,79.87063323974,3
7.276074352307,79.88006103514999,3
7.276074352307,79.89891662597,3
7.276074352307,79.90834442138,3
7.276074352307,79.91777221679,3
7.276074352307,79.9272000122,3
7.276074352307,79.93662780761,3
7.276074352307,79.94605560302,3
7.276074352307,79.95548339843,3
7.276074352307,79.96491119384,3
7.276074352307,79.97433898925,3
7.276074352307,79.98376678465999,3
7.276074352307,79.99319458007,3
7.276074352307,80.00262237548,3
7.276074352307,80.01205017088999,3
7.276074352307,80.0214779663,3
7.276074352307,80.03090576171,3
7.276074352307,80.04033355712,3
7.276074352307,80.04976135253,3
7.276074352307,80.05918914794,1
7.276074352307,80.06861694335,1
7.276074352307,80.07804473876,1
7.276074352307,80.08747253417,1
7.276074352307,80.09690032958,1
7.276074352307,80.10632812499,1
7.276074352307,80.11575592039999,1
7.276074352307,80.12518371581,1
7.276074352307,80.13461151122,1
7.276074352307,80.14403930662999,1
7.276074352307,80.15346710204,1
7.276074352307,80.16289489745,1
7.276074352307,80.17232269285999,1
7.266646556897,79.85177764891999,3
7.266646556897,79.86120544433,3
7.266646556897,79.87063323974,3
7.266646556897,79.88006103514999,3
7.266646556897,79.88948883056,3
7.266646556897,79.89891662597,3
7.266646556897,79.90834442138,3
7.266646556897,79.91777221679,3
7.266646556897,79.9272000122,3
7.266646556897,79.93662780761,3
7.266646556897,79.94605560302,3
7.266646556897,79.95548339843,3
7.266646556897,79.96491119384,3
7.266646556897,79.97433898925,3
7.266646556897,79.98376678465999,3
7.266646556897,79.99319458007,3
7.266646556897,80.00262237548,3
7.266646556897,80.01205017088999,3
7.266646556897,80.0214779663,3
7.266646556897,80.03090576171,3
7.266646556897,80.04033355712,3
7.266646556897,80.04976135253,3
7.266646556897,80.05918914794,1
7.266646556897,80.06861694335,1
